fixed acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality,is_red,so2_ratio,volatile_acidity_ratio
9.65,0.39,2.2,0.10550000000000001,32.0,0.9986,2.89,0.5,9.6,5,1,0.25,0.04455958549222798
9.65,0.59,1.4,0.073,42.0,0.998,2.92,0.68,10.5,7,1,0.5476190476190477,0.05181347150259067
7.2,0.07,1.4,0.074,20.0,0.9973,3.32,0.81,9.6,6,1,0.25,0.07222222222222223
7.1,0.03999999999999998,4.4,0.096,13.0,0.997,3.41,0.57,11.0,4,1,0.38461538461538464,0.09225352112676057
7.2,0.07,1.4,0.074,20.0,0.9973,3.32,0.81,9.6,6,1,0.25,0.07222222222222223
7.5,0.31,1.6,0.08,42.0,0.9978,3.31,0.64,9.0,5,1,0.35714285714285715,0.056
7.2,0.06,1.6,0.076,27.0,0.9972,3.36,0.7,9.6,6,1,0.3333333333333333,0.07916666666666666
9.65,0.46,1.8,0.05,13.0,0.9974,3.04,0.79,10.2,6,1,0.38461538461538464,0.029015544041450778
9.65,0.52,2.0,0.092,54.0,1.0,3.03,0.66,10.2,5,1,0.2777777777777778,0.04145077720207254
9.4,0.14,2.0,0.084,48.0,0.9981,3.14,0.56,9.7,5,1,0.5208333333333334,0.0627659574468085
8.3,0.36,1.8,0.10550000000000001,16.0,0.998,3.18,0.6,9.5,6,1,0.375,0.05903614457831325
9.65,0.45,2.0,0.082,15.0,0.9988,2.94,0.66,9.2,6,1,0.4,0.03523316062176166
9.65,0.43,2.3,0.059,31.0,0.9966,3.15,0.57,11.0,5,1,0.4838709677419355,0.06787564766839378
9.65,0.45,2.0,0.082,15.0,0.9988,2.94,0.66,9.2,6,1,0.4,0.03523316062176166
6.9,0.24,2.5,0.083,45.0,0.9959,3.26,0.58,10.0,5,1,0.6666666666666666,0.057971014492753624
8.2,0.21,1.7,0.074,13.0,0.9968,3.2,0.52,9.5,5,1,0.38461538461538464,0.07987804878048782
9.65,0.34,2.0,0.079,151.0,0.998,3.15,0.53,9.5,5,1,0.2119205298013245,0.06787564766839378
8.2,0.21,1.7,0.074,13.0,0.9968,3.2,0.52,9.5,5,1,0.38461538461538464,0.07987804878048782
9.65,0.41,2.2,0.084,17.0,0.9984,3.08,0.67,9.3,6,1,0.4117647058823529,0.04145077720207254
9.3,0.39,2.2,0.064,31.0,0.9984,3.26,0.65,10.2,5,1,0.3870967741935484,0.04408602150537634
9.65,0.41,2.2,0.084,17.0,0.9984,3.08,0.67,9.3,6,1,0.4117647058823529,0.04145077720207254
8.6,0.11,2.3,0.084,31.0,0.9979,3.4,0.48,9.9,5,1,0.3870967741935484,0.07616279069767443
8.3,0.1,2.6,0.081,87.0,0.9983,3.48,0.53,10.0,5,1,0.5172413793103449,0.0789156626506024
9.65,0.45,3.3,0.06,49.0,0.9972,3.13,0.54,9.6,5,1,0.40816326530612246,0.02694300518134715
9.65,0.58,1.9,0.07,40.0,1.0004,3.06,0.49,9.0,5,1,0.375,0.04455958549222798
8.0,0.23,2.2,0.094,29.0,0.9962,3.21,0.49,10.2,6,1,0.5517241379310345,0.05625
8.5,0.31,2.25,0.078,58.0,0.998,3.33,0.54,9.8,5,1,0.5517241379310345,0.054117647058823534
8.1,0.23,2.6,0.059,15.0,0.997,3.37,0.56,11.3,5,1,0.3333333333333333,0.0808641975308642
9.65,0.32,2.3,0.078,152.0,0.998,3.25,0.48,9.4,5,1,0.23026315789473684,0.06787564766839378
8.1,0.23,2.6,0.059,15.0,0.997,3.37,0.56,11.3,5,1,0.3333333333333333,0.0808641975308642
7.1,0.18,1.8,0.07,40.0,0.997,3.44,0.6,9.1,5,1,0.325,0.09154929577464789
9.1,0.23,3.1,0.095,38.0,0.9998,3.28,0.59,9.7,5,1,0.34210526315789475,0.07032967032967033
7.7,0.04,1.6,0.039,9.0,0.9962,3.4,0.47,9.4,5,1,0.4444444444444444,0.08506493506493507
8.1,0.48,1.8,0.10550000000000001,17.0,0.9976,3.3,0.855,9.4,5,1,0.29411764705882354,0.04691358024691358
7.4,0.03999999999999998,4.25,0.097,14.0,0.9966,3.63,0.54,10.7,3,1,0.35714285714285715,0.08851351351351351
9.2,0.24,2.6,0.087,93.0,0.9998,3.48,0.54,9.8,5,1,0.12903225806451613,0.07119565217391305
8.6,0.51,2.0,0.10550000000000001,62.0,0.9979,3.03,0.855,9.0,5,1,0.25806451612903225,0.056976744186046514
9.0,0.32,2.8,0.084,122.0,0.9984,3.32,0.62,9.4,5,1,0.1721311475409836,0.05333333333333333
9.0,0.31,2.7,0.084,125.0,0.9984,3.31,0.61,9.4,5,1,0.192,0.05222222222222222
5.1,0.03999999999999998,1.3,0.034,44.0,0.9921,3.635,0.62,12.8,6,1,0.4090909090909091,0.09215686274509804
7.0,0.03999999999999998,2.1,0.066,25.0,0.9972,3.47,0.67,9.5,6,1,0.32,0.09285714285714286
7.0,0.03999999999999998,2.1,0.066,25.0,0.9972,3.47,0.67,9.5,6,1,0.32,0.09285714285714286
9.4,0.28,3.2,0.087,72.0,1.0001,3.31,0.53,9.7,5,1,0.25,0.06542553191489361
9.65,0.55,2.1,0.071,19.0,0.9986,3.11,0.62,10.8,6,1,0.2631578947368421,0.03937823834196891
9.65,0.43,2.9,0.076,88.0,0.9984,3.08,0.57,10.1,6,1,0.29545454545454547,0.06787564766839378
7.0,0.03999999999999998,2.1,0.066,25.0,0.9972,3.47,0.67,9.5,6,1,0.32,0.09285714285714286
7.0,0.03999999999999998,2.1,0.067,23.0,0.997,3.47,0.67,9.4,6,1,0.391304347826087,0.09142857142857143
7.5,0.48,2.6,0.073,84.0,0.9972,3.32,0.7,9.6,4,1,0.2619047619047619,0.050666666666666665
9.1,0.04,1.6,0.078,14.0,0.998,3.29,0.54,9.7,4,1,0.2857142857142857,0.07197802197802199
8.4,0.15,6.0,0.073,54.0,0.999,3.37,0.49,9.9,5,1,0.2037037037037037,0.07797619047619048
7.0,0.08,2.0,0.093,19.0,0.9956,3.4,0.47,10.0,5,1,0.5263157894736842,0.09357142857142857
7.4,0.19,3.0,0.077,37.0,0.9966,3.37,0.51,10.5,5,1,0.43243243243243246,0.0662162162162162
7.8,0.12,2.5,0.068,35.0,0.996,3.34,0.61,11.6,6,1,0.3142857142857143,0.06987179487179487
9.65,0.47,1.6,0.062,33.0,0.9983,3.27,0.66,10.0,6,1,0.3939393939393939,0.03212435233160622
9.65,0.43,2.8,0.08,84.0,0.9985,3.06,0.57,10.1,5,1,0.25,0.06787564766839378
8.9,0.34,3.0,0.093,112.0,0.9998,3.38,0.61,9.5,5,1,0.14285714285714285,0.06348314606741572
8.7,0.03999999999999998,3.2,0.084,33.0,0.9992,3.36,0.45,9.4,5,1,0.3939393939393939,0.07528735632183908
8.0,0.36,2.3,0.075,48.0,0.9976,3.34,0.46,9.4,5,1,0.20833333333333334,0.05375
9.65,0.28,2.6,0.078,77.0,0.998,3.28,0.51,9.8,5,1,0.2727272727272727,0.06787564766839378
7.2,0.18,2.7,0.069,34.0,0.9967,3.29,0.48,9.2,6,1,0.38235294117647056,0.06805555555555555
8.0,0.36,2.3,0.075,48.0,0.9976,3.34,0.46,9.4,5,1,0.20833333333333334,0.05375
7.6,0.11,2.6,0.079,49.0,0.9968,3.21,0.57,10.0,5,1,0.24489795918367346,0.06052631578947369
8.4,0.04,2.0,0.082,22.0,0.9976,3.22,0.44,9.6,5,1,0.45454545454545453,0.06666666666666667
7.1,0.03999999999999998,3.9,0.086,45.0,0.9976,3.46,0.54,9.5,5,1,0.37777777777777777,0.09225352112676057
8.4,0.04,2.0,0.082,22.0,0.9976,3.22,0.44,9.6,5,1,0.45454545454545453,0.06666666666666667
8.9,0.24,2.85,0.094,106.0,0.9982,3.1,0.53,9.2,5,1,0.330188679245283,0.053932584269662916
7.6,0.08,2.7,0.084,48.0,0.9968,3.21,0.59,10.0,5,1,0.3125,0.05526315789473684
7.1,0.3,2.2,0.053,127.0,0.9965,2.94,0.855,9.5,5,1,0.28346456692913385,0.04366197183098592
7.5,0.1,3.1,0.086,12.0,0.9958,3.54,0.6,11.2,4,1,0.4166666666666667,0.08733333333333333
9.0,0.17,3.0,0.077,13.0,0.9976,3.29,0.55,10.4,5,1,0.38461538461538464,0.07277777777777777
8.1,0.09,2.8,0.084,49.0,0.9994,3.43,0.72,11.1,6,1,0.3673469387755102,0.0808641975308642
6.4,0.03999999999999998,1.8,0.067,11.0,0.997,3.46,0.68,9.5,5,1,0.36363636363636365,0.08906249999999999
6.4,0.03999999999999998,1.8,0.067,11.0,0.997,3.46,0.68,9.5,5,1,0.36363636363636365,0.08906249999999999
6.4,0.03999999999999998,3.2,0.071,58.0,0.995,3.61,0.49,12.7,6,1,0.46551724137931033,0.10234375
9.5,0.6000000000000001,2.3,0.10550000000000001,37.0,0.9982,3.17,0.67,9.6,5,1,0.32432432432432434,0.05789473684210527
8.9,0.13,3.45,0.088,14.0,0.9994,3.44,0.52,11.5,5,1,0.2857142857142857,0.07359550561797752
7.3,0.03999999999999998,2.1,0.092,19.0,0.9966,3.39,0.47,9.6,5,1,0.5263157894736842,0.08972602739726028
7.0,0.34,2.7,0.082,72.0,0.998,3.55,0.6,9.5,5,1,0.2222222222222222,0.0642857142857143
7.7,0.2,2.0,0.075,39.0,0.9987,3.48,0.62,9.3,5,1,0.23076923076923078,0.07272727272727274
7.7,0.1,2.1,0.10550000000000001,22.0,0.9963,3.26,0.5,9.5,5,1,0.5,0.08506493506493507
7.7,0.1,2.1,0.10550000000000001,22.0,0.9963,3.26,0.5,9.5,5,1,0.5,0.08506493506493507
8.2,0.03999999999999998,2.5,0.093,58.0,1.0002,3.5,0.65,9.3,6,1,0.3275862068965517,0.07195121951219513
9.0,0.23,2.8,0.092,104.0,0.9983,3.1,0.56,9.2,5,1,0.2692307692307692,0.051111111111111114
9.0,0.03999999999999998,2.4,0.088,38.0,0.999,3.35,0.6,9.3,5,1,0.5,0.07277777777777777
8.3,0.29,4.2,0.075,16.0,0.9965,3.45,0.68,11.5,6,1,0.75,0.0789156626506024
9.2,0.24,2.6,0.078,139.0,0.99788,3.21,0.57,9.5,5,1,0.2014388489208633,0.05760869565217392
6.5,0.03999999999999998,1.9,0.065,18.0,0.9972,3.46,0.65,9.2,5,1,0.5,0.09461538461538462
9.65,0.58,2.8,0.096,101.0,1.00024,3.13,0.53,10.0,5,1,0.24752475247524752,0.042487046632124346
9.65,0.54,2.7,0.095,101.0,1.0001,3.13,0.51,9.5,5,1,0.2079207920792079,0.04041450777202073
7.3,0.18,2.1,0.07,28.0,0.99768,3.52,0.73,9.5,6,1,0.42857142857142855,0.06986301369863014
8.2,0.38,2.5,0.08,57.0,0.9978,3.3,0.47,9.0,6,1,0.21052631578947367,0.04146341463414635
8.6,0.4,2.6,0.083,68.0,0.99782,3.3,0.48,9.4,5,1,0.23529411764705882,0.03837209302325582
7.2,0.18,2.1,0.071,31.0,0.99761,3.52,0.72,9.6,6,1,0.3870967741935484,0.06944444444444445
7.3,0.18,2.1,0.07,28.0,0.99768,3.52,0.73,9.5,6,1,0.42857142857142855,0.06986301369863014
8.3,0.1,2.9,0.089,40.0,0.99803,3.29,0.55,9.5,5,1,0.425,0.0783132530120482
8.3,0.1,2.9,0.089,40.0,0.99803,3.29,0.55,9.5,5,1,0.425,0.0783132530120482
7.6,0.13,2.5,0.097,66.0,0.99785,3.39,0.61,9.4,5,1,0.36363636363636365,0.07105263157894738
8.3,0.1,2.9,0.089,40.0,0.99803,3.29,0.55,9.5,5,1,0.425,0.0783132530120482
7.8,0.6000000000000001,1.7,0.10550000000000001,32.0,0.99656,3.09,0.855,9.1,6,1,0.4375,0.061538461538461535
7.8,0.07,1.9,0.058,47.0,0.99525,3.51,0.43,10.7,6,1,0.46808510638297873,0.08397435897435898
6.3,0.03999999999999998,2.0,0.057,33.0,0.99488,3.6,0.46,11.2,6,1,0.45454545454545453,0.10396825396825397
8.1,0.03999999999999998,2.2,0.084,31.0,0.99656,3.25,0.5,9.8,5,1,0.3225806451612903,0.0808641975308642
8.1,0.03999999999999998,2.2,0.084,31.0,0.99656,3.25,0.5,9.8,5,1,0.3225806451612903,0.0808641975308642
8.8,0.21,2.5,0.092,88.0,0.99823,3.19,0.52,9.2,5,1,0.375,0.04772727272727272
9.0,0.25,2.8,0.075,104.0,0.99779,3.23,0.57,9.7,5,1,0.08653846153846154,0.06444444444444444
9.3,0.26,2.0,0.096,35.0,0.99738,3.25,0.42,9.6,5,1,0.14285714285714285,0.07043010752688172
8.8,0.03999999999999998,1.7,0.069,19.0,0.99701,3.31,0.53,10.0,6,1,0.42105263157894735,0.07443181818181818
9.3,0.26,2.0,0.096,35.0,0.99738,3.25,0.42,9.6,5,1,0.14285714285714285,0.07043010752688172
9.1,0.11,2.8,0.093,44.0,0.99888,3.31,0.55,9.5,6,1,0.25,0.07197802197802199
9.2,0.1,3.0,0.091,48.0,0.99888,3.31,0.54,9.5,6,1,0.25,0.07119565217391305
8.8,0.18,2.9,0.089,74.0,0.99738,3.14,0.54,9.4,5,1,0.16216216216216217,0.06704545454545453
7.5,0.32,2.7,0.103,98.0,0.99938,3.45,0.62,9.5,5,1,0.1326530612244898,0.08
7.1,0.03999999999999998,2.3,0.082,94.0,0.99744,3.55,0.53,9.7,6,1,0.2553191489361702,0.08309859154929577
7.9,0.03999999999999998,1.9,0.076,32.0,0.99668,3.39,0.54,9.6,5,1,0.21875,0.08291139240506329
7.1,0.03999999999999998,2.3,0.082,94.0,0.99744,3.55,0.53,9.7,6,1,0.2553191489361702,0.08309859154929577
9.4,0.26,2.4,0.082,143.0,0.9978,3.28,0.55,9.4,5,1,0.16083916083916083,0.06968085106382979
9.5,0.27,2.3,0.082,144.0,0.99782,3.27,0.55,9.4,5,1,0.1597222222222222,0.06
7.9,0.29,1.8,0.10550000000000001,44.0,0.9973,3.3,0.855,9.5,6,1,0.022727272727272728,0.05063291139240506
7.9,0.3,1.8,0.10550000000000001,45.0,0.99727,3.31,0.855,9.5,6,1,0.044444444444444446,0.05063291139240506
7.2,0.03999999999999998,3.0,0.102,16.0,0.99586,3.43,0.46,10.0,5,1,0.4375,0.09097222222222222
6.9,0.18,2.4,0.10550000000000001,48.0,0.99612,3.4,0.6,10.3,6,1,0.11458333333333333,0.09492753623188406
6.9,0.17,2.4,0.10550000000000001,18.0,0.9961,3.4,0.59,10.3,6,1,0.3333333333333333,0.09202898550724638
8.3,0.3,3.4,0.079,34.0,0.99788,3.36,0.61,10.5,5,1,0.20588235294117646,0.05180722891566265
7.1,0.03999999999999998,2.6,0.076,92.0,0.99745,3.5,0.6,9.8,5,1,0.22826086956521738,0.07323943661971831
7.0,0.03999999999999998,2.0,0.10550000000000001,45.0,0.99676,3.31,0.6,9.4,6,1,0.26666666666666666,0.08142857142857142
6.5,0.14,2.4,0.10550000000000001,37.0,0.99732,3.635,0.65,9.8,5,1,0.24324324324324326,0.07076923076923078
9.0,0.05,2.4,0.081,96.0,0.99814,3.36,0.53,10.0,5,1,0.2708333333333333,0.07277777777777777
6.5,0.14,2.4,0.10550000000000001,37.0,0.99732,3.635,0.65,9.8,5,1,0.24324324324324326,0.07076923076923078
7.1,0.03999999999999998,2.5,0.077,85.0,0.99746,3.55,0.59,9.8,5,1,0.23529411764705882,0.08309859154929577
9.65,0.41,2.3,0.083,61.0,0.9982,3.21,0.5,9.5,5,1,0.18032786885245902,0.03626943005181347
9.65,0.41,2.3,0.083,61.0,0.9982,3.21,0.5,9.5,5,1,0.18032786885245902,0.03626943005181347
9.65,0.24,2.2,0.079,58.0,0.9991,3.18,0.56,10.1,6,1,0.3275862068965517,0.058031088082901555
9.65,0.24,2.2,0.079,58.0,0.9991,3.18,0.56,10.1,6,1,0.3275862068965517,0.058031088082901555
8.6,0.17,2.9,0.099,119.0,0.998,3.09,0.52,9.3,5,1,0.17647058823529413,0.07325581395348837
7.4,0.43,2.6,0.082,82.0,0.99708,3.33,0.68,9.7,6,1,0.21951219512195122,0.049999999999999996
8.8,0.17,2.9,0.084,130.0,0.99818,3.23,0.54,9.6,5,1,0.19230769230769232,0.07272727272727272
7.1,0.03999999999999998,2.5,0.081,87.0,0.99745,3.48,0.6,9.7,6,1,0.19540229885057472,0.08591549295774648
7.7,0.03999999999999998,2.6,0.055,13.0,0.99639,3.38,0.56,10.8,5,1,0.5384615384615384,0.07792207792207792
9.65,0.54,2.3,0.065,26.0,0.99531,3.17,0.53,12.5,6,1,0.2692307692307692,0.027979274611398965
9.65,0.3,2.6,0.10550000000000001,60.0,0.99786,2.99,0.855,10.2,5,1,0.11666666666666667,0.06787564766839378
8.7,0.31,2.5,0.10550000000000001,64.0,0.99746,3.1,0.74,9.6,5,1,0.375,0.05287356321839081
9.3,0.44,1.6,0.038,42.0,0.99526,3.24,0.81,10.8,7,1,0.5,0.039784946236559135
9.4,0.34,3.6,0.082,14.0,0.9987,3.29,0.52,10.7,6,1,0.35714285714285715,0.05319148936170213
9.4,0.34,3.6,0.082,14.0,0.9987,3.29,0.52,10.7,6,1,0.35714285714285715,0.05319148936170213
7.2,0.08,4.0,0.082,108.0,0.99641,3.25,0.51,9.4,5,1,0.24074074074074073,0.08472222222222221
8.6,0.09,3.3,0.068,17.0,0.99735,3.23,0.44,10.0,5,1,0.47058823529411764,0.06395348837209303
5.1,0.03999999999999998,1.7,0.044,86.0,0.99264,3.56,0.855,12.9,7,1,0.16279069767441862,0.11470588235294117
7.7,0.08,2.5,0.10550000000000001,46.0,0.9971,3.24,0.66,9.6,6,1,0.30434782608695654,0.07272727272727274
8.4,0.22,2.7,0.084,18.0,0.99682,3.26,0.57,9.9,6,1,0.2222222222222222,0.06190476190476191
8.2,0.4,2.4,0.052,10.0,0.99356,3.33,0.7,12.8,7,1,0.4,0.034146341463414644
8.4,0.39,2.0,0.041,10.0,0.99386,3.27,0.71,12.5,7,1,0.4,0.02976190476190476
8.2,0.4,2.4,0.052,10.0,0.99356,3.33,0.7,12.8,7,1,0.4,0.034146341463414644
7.4,0.12,1.9,0.10550000000000001,12.0,0.99702,3.26,0.855,9.2,5,1,0.3333333333333333,0.07162162162162163
7.6,0.31,2.8,0.07,15.0,0.99693,3.22,0.55,10.3,6,1,0.26666666666666666,0.06315789473684211
7.3,0.1,2.6,0.068,14.0,0.99562,3.3,0.47,10.5,5,1,0.2857142857142857,0.06712328767123288
9.65,0.55,2.8,0.072,24.0,1.00012,3.09,0.68,10.9,6,1,0.2916666666666667,0.05181347150259067
9.65,0.33,2.5,0.099,38.0,0.99818,3.24,0.71,10.8,5,1,0.5263157894736842,0.046632124352331605
6.9,0.24,2.1,0.102,7.0,0.99462,3.44,0.58,11.4,4,1,0.5714285714285714,0.05652173913043478
9.65,0.54,2.8,0.103,41.0,0.99939,3.21,0.76,11.3,6,1,0.4634146341463415,0.042487046632124346
9.65,0.33,2.5,0.099,38.0,0.99818,3.24,0.71,10.8,5,1,0.5263157894736842,0.046632124352331605
9.65,0.19,3.2,0.081,30.0,0.9984,3.23,0.58,10.5,6,1,0.26666666666666666,0.05284974093264248
9.65,0.42,1.6,0.084,27.0,0.99545,3.28,0.73,11.9,6,1,0.7037037037037037,0.030051813471502587
7.1,0.03999999999999998,2.35,0.071,47.0,0.99632,3.29,0.45,9.4,5,1,0.44680851063829785,0.09225352112676057
9.1,0.15,3.2,0.097,59.0,0.99976,3.28,0.54,9.6,5,1,0.15254237288135594,0.07197802197802199
7.0,0.03999999999999998,1.9,0.099,22.0,0.99606,3.34,0.6,9.7,5,1,0.4090909090909091,0.09357142857142857
4.9,0.03999999999999998,2.1,0.048,42.0,0.99154,3.635,0.74,14.0,7,1,0.38095238095238093,0.0857142857142857
6.7,0.13,2.0,0.076,36.0,0.9973,3.61,0.64,9.8,5,1,0.4166666666666667,0.08059701492537313
6.7,0.13,2.0,0.076,36.0,0.9973,3.61,0.64,9.8,5,1,0.4166666666666667,0.08059701492537313
7.1,0.28,2.8,0.068,16.0,0.99682,3.24,0.53,10.3,5,1,0.375,0.06760563380281691
7.1,0.14,2.8,0.076,37.0,0.99624,3.36,0.49,10.7,5,1,0.40540540540540543,0.06478873239436621
7.5,0.34,2.3,0.05,8.0,0.9951,3.4,0.64,11.0,7,1,0.5,0.036000000000000004
7.1,0.14,2.8,0.076,37.0,0.99624,3.36,0.49,10.7,5,1,0.40540540540540543,0.06478873239436621
7.8,0.09,2.3,0.065,45.0,0.99417,3.46,0.74,12.7,8,1,0.7555555555555555,0.07307692307692307
5.9,0.08,2.1,0.071,24.0,0.99376,3.56,0.77,11.1,6,1,0.6666666666666666,0.10338983050847457
7.5,0.07,2.5,0.058,9.0,0.99632,3.38,0.55,10.9,4,1,0.5555555555555556,0.08733333333333333
5.9,0.08,2.1,0.071,24.0,0.99376,3.56,0.77,11.1,6,1,0.6666666666666666,0.10338983050847457
9.65,0.42,1.5,0.10550000000000001,48.0,0.99832,3.38,0.855,9.9,3,1,0.7083333333333334,0.04559585492227979
9.65,0.44,1.6,0.10550000000000001,51.0,0.99836,3.38,0.855,9.9,4,1,0.7058823529411765,0.04870466321243523
8.8,0.26,1.6,0.088,23.0,0.99694,3.32,0.47,9.4,5,1,0.6956521739130435,0.07443181818181818
7.6,0.1,1.5,0.066,55.0,0.99655,3.39,0.51,9.3,5,1,0.4909090909090909,0.0861842105263158
6.7,0.28,2.4,0.012,100.0,0.99064,3.26,0.39,11.7,7,1,0.36,0.041791044776119404
6.7,0.28,2.4,0.012,100.0,0.99064,3.26,0.39,11.7,7,1,0.36,0.041791044776119404
9.65,0.35,1.6,0.075,28.0,0.99672,3.24,0.83,11.2,7,1,0.32142857142857145,0.03212435233160622
6.0,0.04,2.2,0.092,26.0,0.99647,3.46,0.47,10.0,5,1,0.5,0.08333333333333333
9.65,0.47,2.65,0.085,34.0,0.99736,3.24,0.77,12.1,7,1,0.2647058823529412,0.04352331606217616
6.6,0.03999999999999998,3.0,0.10550000000000001,31.0,0.99629,3.45,0.63,10.3,5,1,0.6774193548387096,0.09924242424242426
9.65,0.45,2.6,0.10550000000000001,68.0,0.99708,3.23,0.72,10.9,6,1,0.5,0.05181347150259067
7.1,0.35,2.0,0.088,92.0,0.9963,3.28,0.62,9.4,5,1,0.09782608695652174,0.09225352112676057
9.65,0.46,1.7,0.062,42.0,0.9959,3.18,0.83,10.6,6,1,0.6190476190476191,0.025906735751295335
6.4,0.21,1.8,0.081,31.0,0.99689,3.59,0.66,9.8,5,1,0.45161290322580644,0.09999999999999999
6.4,0.21,1.8,0.081,31.0,0.99689,3.59,0.66,9.8,5,1,0.45161290322580644,0.09999999999999999
7.4,0.16,1.8,0.078,39.0,0.9977,3.5,0.7,9.9,6,1,0.3076923076923077,0.08851351351351351
6.4,0.21,1.8,0.081,31.0,0.99689,3.59,0.66,9.8,5,1,0.45161290322580644,0.09999999999999999
6.4,0.21,1.6,0.08,32.0,0.99689,3.58,0.66,9.8,5,1,0.375,0.0984375
9.3,0.44,1.9,0.085,22.0,0.99708,3.28,0.55,9.5,5,1,0.4090909090909091,0.046236559139784944
9.3,0.44,1.9,0.085,22.0,0.99708,3.28,0.55,9.5,5,1,0.4090909090909091,0.046236559139784944
8.0,0.32,2.5,0.08,122.0,0.99801,3.22,0.855,9.7,5,1,0.21311475409836064,0.0525
9.3,0.39,1.5,0.08,55.0,0.99652,3.47,0.73,10.9,6,1,0.7454545454545455,0.038709677419354833
9.3,0.39,1.5,0.08,55.0,0.99652,3.47,0.73,10.9,6,1,0.7454545454545455,0.038709677419354833
7.6,0.03999999999999998,2.5,0.071,14.0,0.99538,3.51,0.71,11.7,7,1,0.7142857142857143,0.0861842105263158
9.3,0.39,1.5,0.08,55.0,0.99652,3.47,0.73,10.9,6,1,0.7454545454545455,0.038709677419354833
8.2,0.34,2.5,0.073,47.0,0.99594,3.4,0.78,11.3,7,1,0.3404255319148936,0.03170731707317073
9.65,0.47,1.7,0.054,32.0,0.99686,3.15,0.67,10.6,7,1,0.53125,0.029015544041450778
6.8,0.22,1.8,0.074,24.0,0.99438,3.4,0.82,11.2,6,1,0.625,0.0823529411764706
7.2,0.06,2.7,0.077,85.0,0.99746,3.51,0.54,9.5,5,1,0.17647058823529413,0.08611111111111111
5.8,0.6000000000000001,2.0,0.039,88.0,0.99357,3.635,0.6,11.5,6,1,0.17045454545454544,0.11293103448275862
7.5,0.32,2.7,0.067,25.0,0.99628,3.24,0.44,10.4,5,1,0.28,0.056
7.2,0.06,2.5,0.078,84.0,0.99746,3.51,0.53,9.7,5,1,0.20238095238095238,0.08611111111111111
7.2,0.06,2.7,0.077,85.0,0.99746,3.51,0.54,9.5,5,1,0.17647058823529413,0.08611111111111111
7.2,0.07,2.6,0.077,86.0,0.99748,3.51,0.54,9.7,5,1,0.18604651162790697,0.08819444444444445
6.8,0.22,2.3,0.071,24.0,0.99438,3.41,0.83,11.3,6,1,0.5416666666666666,0.07205882352941176
6.9,0.23,2.0,0.072,22.0,0.99438,3.4,0.84,11.2,6,1,0.5909090909090909,0.07391304347826087
6.8,0.22,1.8,0.074,24.0,0.99438,3.4,0.82,11.2,6,1,0.625,0.0823529411764706
7.6,0.03999999999999998,2.0,0.08,43.0,0.99578,3.44,0.64,10.9,6,1,0.627906976744186,0.08289473684210527
7.7,0.03999999999999998,2.1,0.064,43.0,0.99371,3.41,0.57,11.8,6,1,0.7209302325581395,0.08506493506493507
6.9,0.03999999999999998,1.5,0.086,46.0,0.99522,3.53,0.57,10.6,5,1,0.782608695652174,0.08115942028985508
7.3,0.24,2.0,0.067,48.0,0.99576,3.43,0.54,10.0,4,1,0.5833333333333334,0.04794520547945205
9.1,0.37,1.6,0.067,10.0,0.99552,3.23,0.58,11.1,7,1,0.6,0.023076923076923078
9.65,0.46,2.1,0.104,10.0,0.99664,3.12,0.65,11.8,7,1,0.6,0.03937823834196891
8.8,0.4,2.8,0.10550000000000001,16.0,0.99614,3.31,0.79,11.8,7,1,0.4375,0.035227272727272725
7.1,0.03999999999999998,2.2,0.067,14.0,0.99517,3.4,0.58,10.9,4,1,0.5,0.06619718309859154
7.7,0.03999999999999998,2.1,0.064,43.0,0.99371,3.41,0.57,11.8,6,1,0.7209302325581395,0.08506493506493507
8.8,0.19,4.0,0.094,69.0,0.99787,3.22,0.5,10.0,6,1,0.43478260869565216,0.0693181818181818
7.2,0.04,2.5,0.076,88.0,0.99745,3.53,0.55,9.5,5,1,0.20454545454545456,0.08333333333333333
9.2,0.18,1.6,0.078,21.0,0.99576,3.15,0.49,9.9,5,1,0.47619047619047616,0.060869565217391314
7.6,0.03999999999999998,2.1,0.068,35.0,0.99533,3.48,0.65,11.4,6,1,0.8571428571428571,0.0861842105263158
8.4,0.29,3.1,0.10550000000000001,26.0,0.99536,3.22,0.78,12.0,6,1,0.5384615384615384,0.036904761904761905
7.2,0.04,2.5,0.076,88.0,0.99745,3.53,0.55,9.5,5,1,0.20454545454545456,0.08333333333333333
8.8,0.19,4.0,0.094,69.0,0.99787,3.22,0.5,10.0,6,1,0.43478260869565216,0.0693181818181818
8.9,0.14,2.5,0.086,30.0,0.99824,3.34,0.64,10.5,5,1,0.3,0.07359550561797752
9.0,0.12,2.4,0.083,28.0,0.99836,3.33,0.65,10.4,6,1,0.2857142857142857,0.07277777777777777
9.65,0.38,2.6,0.066,56.0,0.99577,3.15,0.79,12.1,7,1,0.5178571428571429,0.0538860103626943
6.8,0.03999999999999998,2.5,0.072,64.0,0.99491,3.43,0.56,11.2,6,1,0.5,0.0838235294117647
9.65,0.34,6.6,0.10550000000000001,99.0,1.00289,3.22,0.68,9.3,5,1,0.23232323232323232,0.06787564766839378
7.2,0.24,2.0,0.071,52.0,0.99576,3.44,0.58,10.1,5,1,0.5769230769230769,0.04722222222222222
